"CUSTOMER_ID","APPROVABLE","COLLEGE","RESIDENTIAL","MAX_NUM_OVERDUES_1_YEAR","MONTHS_SINCE_60DAY_OVER","AVG_OVERDRAFT_BALANCE","AVG_CREDIT_UTILIZATION","DEBT_INCOME_RATIO","MONTHS_CREDIT_ESTABLISH","CREDIT_QUERIES_6MONTHS","NUM_CREDIT_CARDS","LOAN_AMT","APR"
167340.0,1.0,"None","Own",0.0,0.0,3087.298038565,1.171197030065,0.35205459146016,119.0,9.0,5.0,442306.30925,0.08846126185
173596.0,0.0,"Bachelors","Other",2.0,0.0,733.17261642,0.19572002931255,0.35342025077443,49.0,4.0,3.0,250400.48375,0.05008009675
168352.0,1.0,"None","Own",0.0,0.0,1618.695368372,0.17268490703189,0.49527712496293,118.0,10.0,2.0,419786.14325,0.08395722865
87191.0,1.0,"None","Own",0.0,0.0,1069.217036488,0.66419487507864,0.58243599526167,67.0,4.0,4.0,312271.33075,0.06245426615
182520.0,0.0,"None","Other",0.0,24.0,1858.709478141,0.83363194502529,0.4618573099187,85.0,7.0,12.0,372039.52725,0.07440790545
65755.0,1.0,"None","Rent",0.0,0.0,2037.4511377,0.94142282045735,0.47742851618401,185.0,9.0,2.0,463057.07675,0.09261141535
78083.0,0.0,"None","Other",0.0,0.0,944.19189895,0.42354054860956,0.4877735245408,63.0,3.0,0.0,332461.93625,0.06649238725
93447.0,1.0,"Bachelors","Other",0.0,17.0,2440.205723925,0.27560330669033,0.44759670281879,94.0,10.0,2.0,437312.85375,0.08746257075
194296.0,0.0,"None","Other",0.0,10.0,1071.80677064,0.61977602396396,0.46369819031956,64.0,3.0,2.0,268488.67,0.053697734
152712.0,1.0,"None","Rent",0.0,0.0,1133.522506159,0.6801169438244,0.37294094497782,143.0,7.0,2.0,430016.12525,0.08600322505
182888.0,0.0,"None","Own",0.0,0.0,580.65313896,0.84165803269986,0.53915213285244,47.0,1.0,0.0,326944.335,0.065388867
93815.0,1.0,"Bachelors","Other",0.0,0.0,1576.74401018,0.12863845643201,0.16270427259291,90.0,6.0,6.0,363640.22375,0.07272804475
164028.0,0.0,"Bachelors","Own",2.0,18.0,1259.111759472,0.72454651564037,0.33355998419043,43.0,2.0,1.0,293910.308,0.0587820616
24614.0,1.0,"None","Rent",0.0,0.0,1977.634033218,1.1921744054636,0.41815972946821,149.0,15.0,2.0,465544.73475,0.09310894695
96207.0,1.0,"None","Rent",1.0,0.0,1696.734978344,0.40605514542598,0.41678093439623,79.0,6.0,5.0,309171.8255,0.0618343651
56814.0,1.0,"Bachelors","Rent",0.0,40.0,2568.410156408,0.93979145327463,0.43586731067994,124.0,2.0,2.0,431230.718,0.0862461436
191628.0,1.0,"None","Other",0.0,0.0,1318.218823819,0.29672326427442,0.30086341531809,78.0,3.0,1.0,274400.25475,0.05488005095
165316.0,1.0,"None","Other",0.0,19.0,628.724593313,0.53317057187747,0.054086470688986,96.0,3.0,1.0,336576.33475,0.06731526695
64910.0,1.0,"Bachelors","Own",0.0,0.0,77.447069918,0.58932494623671,0.60659433016622,80.0,5.0,1.0,328165.5505,0.0656331101
147652.0,1.0,"Bachelors","Other",0.0,0.0,2369.494170868,1.027489073712,0.38873963616785,137.0,5.0,2.0,440099.2145,0.0880198429
128499.0,1.0,"None","Own",0.0,0.0,1592.557621554,0.63262863700816,0.34314736709923,55.0,5.0,1.0,297563.08325,0.05951261665
146088.0,0.0,"None","Own",0.0,0.0,2274.93974976,0.57199345408157,0.58165191151915,52.0,5.0,3.0,418187.454,0.0836374908
27742.0,1.0,"None","Own",0.0,0.0,1248.718163472,0.2916603229644,0.57806868424126,73.0,5.0,2.0,399206.574,0.0798413148
10446.0,0.0,"Bachelors","Own",0.0,0.0,2258.94649592,1.2104155149563,0.221644430004,51.0,4.0,5.0,452151.02,0.090430204
51018.0,0.0,"None","Rent",0.0,0.0,643.671505035,0.07615129036491,0.37536611557982,37.0,1.0,2.0,275073.29275,0.05501465855
38966.0,1.0,"Advanced","Own",2.0,0.0,2409.961124142,1.3698559832206,0.69390402008629,116.0,11.0,6.0,468135.4165,0.0936270833
7410.0,0.0,"None","Other",0.0,0.0,1374.385113856,0.24856773814874,0.49233427354707,10.0,1.0,0.0,326612.432,0.0653224864
64450.0,1.0,"None","Own",0.0,0.0,1589.17890989,0.56213258772932,0.42038227422282,56.0,1.0,1.0,277828.48075,0.05556569615
4466.0,1.0,"None","Own",0.0,0.0,1091.278874214,0.31202339735545,0.19093491044896,46.0,3.0,5.0,285974.54775,0.05719490955
187948.0,0.0,"None","Own",0.0,0.0,1092.145034673,1.0317053046942,0.82157428860507,127.0,10.0,0.0,481545.42975,0.09630908595
72195.0,1.0,"Bachelors","Rent",0.0,0.0,1386.409718757,0.050944594669269,0.34320017816551,61.0,2.0,4.0,259238.91525,0.05184778305
171388.0,0.0,"Advanced","Own",0.0,0.0,1593.493236956,0.12666518001632,0.66227760727922,115.0,12.0,0.0,487008.9355,0.0974017871
184544.0,1.0,"None","Own",0.0,0.0,2054.212337023,0.084671038143615,0.54956847026243,172.0,8.0,8.0,483116.73025,0.09662334605
157128.0,1.0,"None","Rent",0.0,0.0,1293.085554193,0.53481989032584,0.4692499841907,94.0,3.0,1.0,368610.47725,0.07372209545
9526.0,1.0,"Bachelors","Other",0.0,0.0,1389.391095968,0.30013692331403,0.36646088469365,45.0,10.0,1.0,374297.17025,0.07485943405
234.0,1.0,"Bachelors","Rent",0.0,0.0,84.385366306,0.86782939798923,0.13958986130745,28.0,4.0,1.0,257272.45825,0.05145449165
70171.0,0.0,"None","Rent",0.0,0.0,1569.657166398,0.06527033926941,0.55381994281092,129.0,8.0,0.0,412633.3245,0.0825266649
16150.0,0.0,"None","Rent",2.0,0.0,1426.18794353,1.0228414089438,0.24786999428866,42.0,7.0,4.0,262553.00875,0.05251060175
170652.0,0.0,"None","Other",0.0,0.0,1819.39617251,0.9203011988363,0.5251858047831,55.0,3.0,8.0,341991.76175,0.06839835235
165040.0,1.0,"None","Own",0.0,24.0,673.087477216,0.92126990897331,0.37533149715705,63.0,4.0,1.0,273168.619,0.0546337238
93079.0,1.0,"None","Other",0.0,0.0,2025.114043619,0.36798880416913,0.76620199604616,150.0,2.0,2.0,488214.57175,0.09764291435
91515.0,1.0,"None","Rent",1.0,0.0,1218.85064327,0.47289575539524,0.29964631259955,14.0,5.0,3.0,285846.77375,0.05716935475
82407.0,1.0,"None","Other",0.0,0.0,1428.063491994,0.3627412646251,0.27969549695635,100.0,3.0,12.0,328441.4655,0.0656882931
25074.0,1.0,"None","Other",0.0,0.0,1054.591994632,0.076871506957552,0.31937192618831,78.0,4.0,3.0,278697.673,0.0557395346
108535.0,1.0,"None","Other",0.0,0.0,1161.579292065,0.06645050900046,0.81657923954085,130.0,3.0,2.0,392956.45875,0.07859129175
107891.0,1.0,"Bachelors","Own",0.0,0.0,899.11500769,0.59264630247879,0.49575981118614,71.0,2.0,1.0,311327.91125,0.06226558225
105959.0,1.0,"None","Other",0.0,0.0,1189.859279642,0.085553626793472,0.45453431713857,113.0,8.0,2.0,403615.7665,0.0807231533
168536.0,0.0,"None","Rent",4.0,38.0,1725.265508021,0.2123883239552,0.77022483333059,135.0,8.0,2.0,496336.45225,0.09926729045
196504.0,1.0,"None","Rent",0.0,0.0,465.851762388,0.84876878848608,0.62197771571226,84.0,13.0,2.0,410080.77675,0.08201615535
29858.0,1.0,"None","Other",0.0,0.0,2480.755903082,0.79781319780147,0.54386286960713,66.0,12.0,2.0,437368.81225,0.08747376245
65571.0,1.0,"None","Own",0.0,0.0,2305.986504528,0.055163275803896,0.54931500629716,47.0,10.0,2.0,490218.2195,0.0980436439
17898.0,1.0,"None","Own",0.0,0.0,3632.704250054,0.155018881976,0.7660738746074,109.0,13.0,2.0,463828.42825,0.09276568565
133208.0,1.0,"None","Rent",0.0,0.0,1074.380643028,0.62165668163116,0.65075882459809,86.0,1.0,1.0,317113.531,0.0634227062
182336.0,1.0,"None","Other",0.0,30.0,1779.809190927,0.41343902918439,0.27101530904169,45.0,3.0,1.0,374854.50525,0.07497090105
146732.0,0.0,"None","Other",0.0,0.0,2438.92989428,0.58937849499774,0.59693274061163,73.0,3.0,13.0,357614.354,0.0715228708
199281.0,1.0,"None","Other",2.0,0.0,1742.598056034,0.4457463321567,0.30598592995676,141.0,2.0,6.0,388279.42425,0.07765588485
121139.0,1.0,"Bachelors","Other",0.0,0.0,1576.571407086,0.052479304441197,0.51121493977875,79.0,6.0,2.0,388701.03725,0.07774020745
147928.0,1.0,"None","Own",0.0,11.0,543.098235999,0.35449713136691,0.39632304889987,60.0,5.0,3.0,262620.03675,0.05252400735
97311.0,1.0,"None","Rent",0.0,0.0,1663.961472486,1.3168083834791,0.5531346106852,135.0,4.0,6.0,480358.39275,0.09607167855
63898.0,1.0,"None","Own",0.0,0.0,3287.138865829,0.14030884471831,0.69338370111338,99.0,11.0,2.0,392634.83825,0.07852696765
20750.0,1.0,"Advanced","Other",0.0,18.0,2470.89079048,0.099666208162024,0.394821555527,60.0,6.0,1.0,372122.107,0.0744244214
133852.0,1.0,"Advanced","Own",0.0,13.0,426.690303448,0.34045476287433,0.1482987178953,69.0,1.0,1.0,297968.089,0.0595936178
75231.0,0.0,"None","Rent",0.0,0.0,519.989610718,0.12064621510666,0.49628818853278,51.0,6.0,0.0,308050.71725,0.06161014345
47338.0,1.0,"None","Other",0.0,0.0,1170.903572487,0.11100546103294,0.39555963266074,86.0,3.0,4.0,279585.38025,0.05591707605
56262.0,1.0,"Advanced","Own",0.0,0.0,1787.226106601,0.90643566687949,0.51067244141034,124.0,3.0,6.0,386176.77325,0.07723535465
118747.0,1.0,"Advanced","Own",1.0,0.0,288.69241077,0.49015587501027,0.35645279650232,59.0,3.0,1.0,267307.78775,0.05346155755
26638.0,1.0,"None","Rent",0.0,0.0,1555.82566407,0.30416809003819,0.46351325092474,87.0,4.0,1.0,298050.8935,0.0596101787
70079.0,1.0,"Bachelors","Own",0.0,0.0,916.226296896,0.26432298750326,0.79475493985662,75.0,8.0,5.0,414957.562,0.0829915124
137716.0,1.0,"Bachelors","Own",0.0,9.0,2248.40044082,0.85771132258858,0.10525462784927,144.0,2.0,7.0,460737.79525,0.09214755905
136612.0,1.0,"Bachelors","Own",0.0,10.0,1494.67538977,0.4711958513166,0.1373168003886,68.0,2.0,5.0,282654.19625,0.05653083925
96759.0,1.0,"Advanced","Other",0.0,0.0,1095.04595272,0.075541893027572,0.4227765252596,121.0,4.0,1.0,369947.957,0.0739895914
123807.0,0.0,"None","Rent",0.0,17.0,2367.583413435,0.53902138655336,0.52592075833236,108.0,0.0,0.0,390690.33225,0.07813806645
4834.0,1.0,"None","Other",0.0,0.0,1543.333678746,0.79590081339065,0.378136579991,36.0,7.0,7.0,413097.87975,0.08261957595
29398.0,1.0,"None","Own",0.0,19.0,1828.127562681,0.55666777065117,0.34462019801714,62.0,6.0,4.0,292781.48025,0.05855629605
99795.0,1.0,"None","Own",0.0,0.0,2688.09337874,0.48497138347658,0.61400433587791,85.0,4.0,1.0,372518.48375,0.07450369675
150872.0,0.0,"None","Rent",0.0,0.0,1782.333935055,0.49306521918042,0.42818130082508,67.0,1.0,3.0,280770.94125,0.05615418825
129143.0,1.0,"None","Own",0.0,0.0,1082.06280926,0.22995672161923,0.24472177489577,24.0,6.0,1.0,255203.49275,0.05104069855
199097.0,0.0,"None","Rent",0.0,0.0,2545.75780965,0.98092214191321,0.65764175775808,35.0,8.0,5.0,385720.88025,0.07714417605
84247.0,1.0,"Bachelors","Own",2.0,0.0,1591.53699697,1.5039065641948,0.32040793315941,114.0,4.0,2.0,461047.7975,0.0922095595
114649.0,1.0,"None","Own",0.0,0.0,712.861305456,0.94385282935089,0.45740186557678,94.0,3.0,2.0,436802.2705,0.0873604541
159378.0,0.0,"None","Rent",0.0,26.0,2216.239562043,0.60027334779871,0.50169760536936,58.0,5.0,5.0,426528.01425,0.08530560285
177502.0,1.0,"Advanced","Own",0.0,0.0,1470.452733527,0.49593032389166,0.31808180474489,82.0,3.0,1.0,268526.79575,0.05370535915
54280.0,0.0,"None","Other",0.0,0.0,2746.764513654,0.26804490911201,0.41033460181182,86.0,0.0,5.0,396244.1595,0.0792488319
175478.0,1.0,"None","Rent",0.0,0.0,2265.933805064,0.97079155870583,0.43111743448009,103.0,7.0,2.0,452462.8205,0.0904925641
23276.0,1.0,"None","Rent",0.0,28.0,723.305881628,0.71494806486182,0.49161612632968,71.0,10.0,2.0,432599.2115,0.0865198423
102965.0,0.0,"None","Own",0.0,0.0,723.90767413,0.0287960322034,0.28494314964312,111.0,4.0,0.0,333905.75375,0.06678115075
144290.0,1.0,"Bachelors","Other",0.0,0.0,717.611756288,0.45000504185886,0.32041364918259,119.0,2.0,2.0,400452.989,0.0800905978
154870.0,1.0,"None","Own",0.0,0.0,1284.07066495,0.25552681151324,0.69611908855797,73.0,3.0,2.0,406351.47625,0.08127029525
32844.0,1.0,"Advanced","Other",0.0,0.0,1923.231097681,0.5012782761447,0.69565060144267,112.0,8.0,2.0,492126.68825,0.09842533765
32660.0,1.0,"None","Rent",0.0,0.0,819.652512444,0.29237462792869,0.23435300762839,59.0,5.0,4.0,260042.04075,0.05200840815
108209.0,1.0,"None","Rent",0.0,0.0,2428.532542272,0.44109673382035,0.20644693559955,82.0,2.0,2.0,386955.472,0.0773910944
136010.0,1.0,"Bachelors","Own",0.0,0.0,3360.47189952,0.80625348256362,0.58032991478816,118.0,4.0,6.0,460590.995,0.092118199
197759.0,1.0,"None","Other",0.0,14.0,1015.589101056,0.41157300270893,0.47901032682144,102.0,7.0,1.0,344969.124,0.0689938248
53544.0,1.0,"None","Other",0.0,0.0,2133.271824303,1.029127312381,0.58775928180106,143.0,8.0,2.0,476602.28425,0.09532045685
121273.0,1.0,"None","Own",0.0,0.0,1266.64457854,0.87474654442087,0.26177792320603,33.0,4.0,1.0,321157.3475,0.0642314695
94041.0,0.0,"Bachelors","Own",0.0,17.0,798.1905472,0.5141134812008,0.2938286439344,113.0,1.0,4.0,328203.35,0.06564067
130197.0,1.0,"Bachelors","Own",7.0,0.0,2883.08976175,0.88612206019067,0.4484035899882,124.0,2.0,2.0,442191.68125,0.08843833625
139874.0,0.0,"None","Other",0.0,0.0,2128.88132005,0.69283906511774,0.45614575156056,77.0,3.0,3.0,382892.32375,0.07657846475
38548.0,1.0,"None","Own",0.0,7.0,253.834688892,0.068298524429196,0.41614975863541,48.0,4.0,3.0,265517.457,0.0531034914
77665.0,1.0,"None","Own",3.0,10.0,1724.296672335,0.10494176682972,0.25799734668356,94.0,1.0,6.0,361943.04625,0.07238860925
176398.0,0.0,"Bachelors","Rent",0.0,6.0,778.989140778,0.60269039252586,0.63108129087025,96.0,5.0,5.0,301466.38575,0.06029327715
117225.0,1.0,"None","Rent",0.0,0.0,2450.489981225,0.14778375033481,0.22351694979218,101.0,2.0,6.0,384089.33875,0.07681786775
91557.0,1.0,"None","Other",0.0,14.0,1859.846944847,0.52373934216517,0.46831522505123,129.0,2.0,2.0,423848.43775,0.08476968755
40020.0,1.0,"None","Rent",0.0,0.0,829.075516374,0.81580628347359,0.4215137981306,51.0,5.0,1.0,335386.53575,0.06707730715
78493.0,0.0,"None","Own",0.0,0.0,547.864250542,1.4256908995611,0.41695681699637,102.0,2.0,5.0,446143.5265,0.0892287053
10028.0,0.0,"Bachelors","Own",3.0,21.0,1560.51031664,0.89803353687512,0.4134281663064,54.0,3.0,1.0,334586.26,0.066917252
31648.0,0.0,"Bachelors","Own",14.0,0.0,2280.54274096,0.99933343791496,0.52986630745816,160.0,2.0,0.0,488967.14,0.097793428
72605.0,1.0,"None","Other",0.0,0.0,673.291137149,0.1157230958707,0.35956897852324,45.0,6.0,1.0,262594.04725,0.05251880945
68097.0,1.0,"None","Own",4.0,0.0,1419.745365231,0.5236452754149,0.41469367213799,136.0,2.0,2.0,477707.05425,0.09554141085
137482.0,1.0,"Bachelors","Own",0.0,0.0,1696.4924515,1.2558619823598,0.63737124460429,114.0,2.0,8.0,484712.129,0.0969424258
96709.0,1.0,"Bachelors","Own",0.0,5.0,2300.840107291,0.86577176804448,0.54165334665296,101.0,7.0,2.0,436095.54725,0.08721910945
172534.0,1.0,"Bachelors","Rent",0.0,0.0,2462.120365408,0.39697491203779,0.45716874928278,110.0,15.0,2.0,424210.952,0.0848421904
129185.0,1.0,"None","Rent",0.0,0.0,330.522461262,0.34573983855457,0.34082921913011,73.0,2.0,3.0,256616.81775,0.05132336355
193510.0,1.0,"Bachelors","Rent",0.0,0.0,1127.802035296,0.76060015205798,0.2820994423589,61.0,3.0,1.0,284224.30325,0.05684486065
172810.0,1.0,"Bachelors","Other",0.0,0.0,1365.951513748,0.26051269293756,0.27121014970774,30.0,1.0,1.0,340466.479,0.0680932958
31464.0,0.0,"Bachelors","Own",0.0,0.0,1763.916281594,0.71069364714047,0.36103271000601,50.0,5.0,7.0,334581.99575,0.06691639915
117961.0,1.0,"Advanced","Own",0.0,0.0,1921.36525792,0.34471376560729,0.24761064973229,94.0,4.0,2.0,441490.17875,0.08829803575
165358.0,1.0,"None","Own",0.0,0.0,796.04182236,0.56741583408813,0.02699137155816,66.0,8.0,2.0,385679.1775,0.0771358355
194062.0,1.0,"None","Other",0.0,34.0,2748.618433728,0.1306994118493,0.68436202512996,88.0,3.0,2.0,407082.114,0.0814164228
152846.0,1.0,"None","Rent",0.0,0.0,2349.083801474,0.4259557549145,0.40036433348874,91.0,1.0,4.0,343232.5835,0.0686465167
163886.0,1.0,"None","Own",0.0,0.0,2344.335372,0.64762351478736,0.79231936703664,125.0,3.0,5.0,434136.18,0.086827236
62100.0,1.0,"Bachelors","Rent",0.0,0.0,1631.909702511,0.4992401363746,0.43758217333516,74.0,4.0,1.0,301535.42175,0.06030708435
143002.0,1.0,"Advanced","Other",0.0,0.0,2099.464543812,0.63097490459305,0.29835565000066,94.0,7.0,1.0,357538.23975,0.07150764795
60076.0,1.0,"None","Rent",4.0,0.0,2365.987769296,0.24867673113293,0.50284916763347,126.0,6.0,8.0,492093.962,0.0984187924
145762.0,1.0,"Bachelors","Own",0.0,32.0,1110.506024588,0.66672368836681,0.589770272197,103.0,3.0,1.0,363385.47925,0.07267709585
180354.0,1.0,"None","Other",0.0,0.0,2757.437528725,0.68750498461661,0.4860737566119,162.0,8.0,5.0,416531.34875,0.08330626975
60260.0,1.0,"None","Own",0.0,0.0,2520.119144928,0.25081611516461,0.45933781390358,63.0,13.0,2.0,465653.944,0.0931307888
199967.0,1.0,"None","Rent",0.0,0.0,4121.849789145,0.50610834449455,0.3692832416559,128.0,4.0,1.0,347776.72875,0.06955534575
60812.0,1.0,"None","Rent",0.0,11.0,1032.80196634,0.10751228283096,0.33326237682006,48.0,6.0,4.0,300233.12975,0.06004662595
161034.0,1.0,"Bachelors","Other",0.0,0.0,128.7028365,1.4080004511209,0.57063577232242,106.0,9.0,2.0,429009.455,0.085801891
152662.0,1.0,"None","Rent",0.0,0.0,479.263560256,0.3979985122736,0.26350088518733,84.0,3.0,1.0,317814.032,0.0635628064
95421.0,1.0,"None","Rent",0.0,0.0,1999.0874911,0.73649646988436,0.40112628856111,157.0,3.0,2.0,407977.039,0.0815954078
82449.0,0.0,"None","Other",0.0,0.0,1839.71870178,0.16718073142972,0.74637823683514,106.0,9.0,5.0,435952.299,0.0871904598
138402.0,1.0,"None","Other",0.0,0.0,126.936909432,0.31005045333818,0.27859830800114,63.0,2.0,5.0,293835.4385,0.0587670877
194798.0,0.0,"None","Own",0.0,0.0,158.104765192,0.13126092803411,0.38227641581902,67.0,3.0,3.0,326662.738,0.0653325476
49036.0,1.0,"None","Own",0.0,21.0,1789.953660116,0.79677101592951,0.20711983232491,77.0,5.0,5.0,328311.383,0.0656622766
41492.0,1.0,"None","Rent",0.0,0.0,3483.58589376,0.35923753782339,0.076836655736897,114.0,5.0,2.0,453591.91325,0.09071838265
194338.0,0.0,"Bachelors","Rent",0.0,0.0,1356.115609728,0.16706288844511,0.64174493086625,125.0,2.0,0.0,399798.234,0.0799596468
81989.0,1.0,"None","Rent",0.0,17.0,3207.727710457,0.096544087993489,0.54381087114239,73.0,13.0,7.0,417455.45425,0.08349109085
144934.0,1.0,"None","Own",0.0,7.0,1072.487146407,0.7525697853481,0.38973584700428,105.0,9.0,1.0,356071.42975,0.07121428595
117685.0,1.0,"None","Rent",0.0,0.0,1899.320038125,0.53530683271875,0.40817218451062,120.0,4.0,6.0,483041.71875,0.09660834375
92845.0,1.0,"None","Other",0.0,0.0,131.353594528,0.22398671238611,0.17129630037624,37.0,3.0,2.0,400468.276,0.0800936552
141070.0,1.0,"None","Other",2.0,0.0,1741.21075869,0.96913079374784,0.39896430716915,121.0,2.0,2.0,408351.49125,0.08167029825
149166.0,0.0,"None","Rent",0.0,13.0,1187.879525514,0.68008367424027,0.4092100855228,77.0,1.0,4.0,257339.58525,0.05146791705
131410.0,0.0,"None","Other",0.0,0.0,1826.948006784,0.3304170928391,0.65445202415261,14.0,2.0,0.0,434160.648,0.0868321296
13800.0,1.0,"Advanced","Own",0.0,0.0,2485.443830424,0.12634394629862,0.5296460945559,142.0,10.0,7.0,413689.053,0.0827378106
48760.0,1.0,"Advanced","Other",0.0,0.0,2007.58639552,0.34161939058926,0.50842125466544,81.0,1.0,1.0,333707.845,0.066741569
44344.0,1.0,"Bachelors","Other",0.0,9.0,1476.272219796,0.080193720475593,0.62780771785444,117.0,4.0,2.0,441468.96525,0.08829379305
135274.0,0.0,"None","Rent",0.0,6.0,1841.468761224,0.33553225434031,0.2815955996448,27.0,2.0,3.0,288993.842,0.0577987684
10948.0,0.0,"Bachelors","Rent",0.0,0.0,714.459346664,0.51748511161297,0.41728839493651,72.0,1.0,0.0,344816.287,0.0689632574
32476.0,1.0,"None","Own",1.0,0.0,918.808856967,0.45721569933228,0.45042081860528,38.0,1.0,1.0,336313.63725,0.06726272745
178238.0,1.0,"None","Other",0.0,0.0,1432.74221205,0.90362433268333,0.33074882058159,38.0,2.0,1.0,280929.8455,0.0561859691
55752.0,1.0,"Advanced","Own",0.0,4.0,1653.371991485,0.60767174712947,0.40213065935278,31.0,1.0,6.0,364178.85275,0.07283577055
75825.0,0.0,"None","Other",3.0,0.0,692.93515392,0.87915506046976,0.75884740240352,51.0,10.0,2.0,401004.14,0.080200828
171982.0,0.0,"Bachelors","Rent",0.0,0.0,367.40652732,0.31698397499454,0.32942445129072,37.0,3.0,2.0,285253.515,0.057050703
173178.0,1.0,"None","Rent",0.0,0.0,1674.02387862,0.97898448208253,0.31170652859881,93.0,9.0,4.0,273533.3135,0.0547066627
